trip_id,pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_duration_minutes,trip_distance_miles,pickup_zone,dropoff_zone,traffic_level,weather_condition,trip_type,surge_multiplier,fare_amount
TRIP_00175,2024-02-26 08:27:00,40.788302,-73.979339,40.783918,-73.974135,3,2,0.41,upper_west,upper_west,heavy,snow,standard,2.48,102.39
TRIP_00176,2024-01-08 12:21:00,40.803684,-73.94212,40.803042,-73.951194,3,2,0.48,harlem,harlem,moderate,clear,airport,1.15,37.02
TRIP_00177,2024-06-22 12:46:00,40.769682,-73.976642,40.753319,-73.972361,1,3.5,1.15,midtown,midtown,moderate,clear,standard,1.53,42.09
TRIP_00178,2024-04-29 04:39:00,40.721588,-73.98537,40.737164,-73.983619,1,2.6,1.08,downtown,downtown,light,rain,standard,2.23,51.89
TRIP_00179,2024-01-07 12:37:00,40.729884,-73.983435,40.723475,-73.98576,1,2,0.46,downtown,downtown,moderate,clear,standard,1.1,19.96
TRIP_00180,2024-06-18 00:05:00,40.813023,-73.947581,40.816829,-73.950574,1,2,0.31,harlem,harlem,moderate,clear,standard,1.1,18.88
TRIP_00181,2024-04-19 04:55:00,40.773498,-73.972885,40.786741,-73.984414,1,2.6,1.1,upper_west,upper_west,light,rain,standard,1.32,33.63
TRIP_00182,2024-02-16 01:16:00,40.783063,-73.971234,40.785321,-73.954231,3,2.2,0.9,upper_west,upper_east,light,clear,standard,1.56,35.89
TRIP_00183,2024-02-24 14:20:00,40.779207,-73.952709,40.777608,-73.950464,1,2,0.16,upper_east,upper_east,light,clear,standard,1.92,36.02
TRIP_00184,2024-04-07 08:48:00,40.775844,-73.971785,40.786098,-73.96964,1,4.3,0.72,upper_west,upper_east,severe,rain,airport,1.42,181.44
TRIP_00185,2024-01-21 15:01:00,40.814074,-73.949186,40.804838,-73.959752,1,2.5,0.84,harlem,harlem,moderate,clear,standard,1.09,20.53
TRIP_00186,2024-05-18 01:22:00,40.768058,-73.972955,40.761864,-73.972154,1,2,0.43,midtown,midtown,light,clear,standard,1.03,34.51
TRIP_00187,2024-06-15 02:49:00,40.817114,-73.949571,40.816627,-73.94802,3,2,0.09,harlem,harlem,light,clear,standard,1.83,31.55
TRIP_00188,2024-01-11 00:15:00,40.760349,-73.981391,40.758692,-73.974522,1,2,0.38,midtown,midtown,light,snow,standard,1.95,60.31
TRIP_00189,2024-01-06 19:09:00,40.754749,-73.979753,40.75769,-73.980247,1,2,0.2,midtown,midtown,heavy,fog,standard,1.76,75.36
TRIP_00190,2024-02-02 15:42:00,40.705088,-74.009144,40.700913,-74.015799,1,2,0.45,financial_district,financial_district,light,fog,standard,1.2,20.27
TRIP_00191,2024-05-24 06:29:00,40.80414,-73.949669,40.800153,-73.955619,1,2,0.42,harlem,harlem,light,clear,airport,1.57,43.44
TRIP_00192,2024-03-06 11:10:00,40.738635,-73.99206,40.732341,-73.997723,3,2,0.53,downtown,downtown,light,clear,standard,1.21,18.13
TRIP_00193,2024-06-04 23:45:00,40.705495,-74.008163,40.70822,-73.992772,1,2,0.83,financial_district,financial_district,light,clear,airport,1.29,51.54
TRIP_00194,2024-02-11 09:06:00,40.732728,-73.998977,40.72119,-73.987924,1,4.4,0.99,downtown,downtown,heavy,clear,standard,1.55,55.02
TRIP_00195,2024-01-07 09:36:00,40.815024,-73.95858,40.807095,-73.941165,1,4.8,1.06,harlem,harlem,heavy,rain,standard,1.02,43.24
TRIP_00196,2024-04-06 12:45:00,40.762251,-73.972526,40.702411,-73.992926,1,10.3,4.27,midtown,financial_district,light,clear,standard,1.42,56.95
TRIP_00197,2024-05-31 22:53:00,40.811544,-73.959125,40.811173,-73.953137,2,2,0.31,harlem,harlem,light,rain,standard,1.64,30.58
TRIP_00198,2024-03-03 03:44:00,40.776126,-73.95422,40.785968,-73.953552,1,2.0,0.68,upper_east,upper_east,moderate,fog,standard,1.17,35.4
TRIP_00199,2024-06-24 19:51:00,40.714112,-73.999348,40.703337,-74.007084,1,2.5,0.85,financial_district,financial_district,moderate,rain,standard,1.04,30.28
TRIP_00200,2024-05-24 01:22:00,40.726812,-73.998566,40.726224,-73.986458,1,2,0.64,downtown,downtown,light,clear,luxury,1.45,52.02
TRIP_00201,2024-04-19 21:23:00,40.709712,-74.019174,40.71928,-74.008474,1,2.1,0.87,financial_district,financial_district,light,clear,standard,1.02,17.17
TRIP_00202,2024-05-09 20:21:00,40.705785,-73.992998,40.719118,-74.010581,2,3.9,1.3,financial_district,financial_district,moderate,rain,luxury,1.43,73.74
TRIP_00203,2024-04-17 15:06:00,40.77771,-73.983192,40.773083,-73.978926,2,2,0.39,upper_west,upper_west,moderate,rain,standard,1.45,30.71
TRIP_00204,2024-04-02 20:57:00,40.771153,-73.983151,40.789328,-73.978846,1,3.1,1.28,upper_west,upper_west,light,clear,standard,1.19,22.71
TRIP_00205,2024-02-09 13:11:00,40.819877,-73.942394,40.811388,-73.947587,1,2,0.65,harlem,harlem,light,clear,standard,1.54,26.31
TRIP_00206,2024-05-13 20:17:00,40.738189,-73.985557,40.737399,-73.997387,2,2,0.62,downtown,downtown,moderate,clear,standard,1.26,21.31
TRIP_00207,2024-05-17 15:29:00,40.779254,-73.97038,40.787271,-73.978225,1,2,0.69,upper_west,upper_west,light,clear,standard,1.39,23.57
TRIP_00208,2024-05-31 08:20:00,40.761546,-73.972688,40.708152,-73.995174,4,17.4,3.87,midtown,financial_district,heavy,clear,standard,1.16,86.02
TRIP_00209,2024-03-12 14:15:00,40.786939,-73.972138,40.787669,-73.981034,3,2,0.47,upper_west,upper_west,moderate,rain,standard,1.72,38.06
TRIP_00210,2024-05-25 19:42:00,40.783851,-73.987311,40.777174,-73.973911,4,2.5,0.84,upper_west,upper_west,moderate,clear,standard,2.5,74.35
TRIP_00211,2024-03-27 00:31:00,40.775892,-73.969714,40.766683,-73.97519,2,2,0.7,upper_east,midtown,light,rain,standard,2.15,64.46
TRIP_00212,2024-05-04 06:22:00,40.771772,-73.960247,40.778151,-73.961858,1,2,0.45,upper_east,upper_east,light,clear,airport,1.95,79.67
TRIP_00213,2024-03-28 08:56:00,40.730452,-73.994009,40.730012,-73.98411,1,2.3,0.52,downtown,downtown,heavy,clear,standard,1.44,38.53
TRIP_00214,2024-06-28 08:35:00,40.71607,-73.992123,40.718122,-74.010355,1,4.3,0.97,financial_district,financial_district,heavy,clear,luxury,1.91,126.65
TRIP_00215,2024-05-12 06:05:00,40.752458,-73.972227,40.758987,-73.978283,2,2,0.55,midtown,midtown,moderate,clear,standard,1.21,29.9
TRIP_00216,2024-04-14 15:35:00,40.76105,-73.979597,40.765507,-73.984572,1,2,0.4,midtown,midtown,moderate,clear,standard,1.02,24.35
TRIP_00217,2024-06-25 15:41:00,40.800003,-73.949777,40.805523,-73.94586,1,2,0.43,harlem,harlem,light,rain,standard,2.11,32.56
TRIP_00218,2024-05-05 14:50:00,40.707205,-74.011888,40.756267,-73.974221,3,11.8,3.92,financial_district,midtown,moderate,clear,standard,1.29,51.02
TRIP_00219,2024-03-16 07:25:00,40.809876,-73.952247,40.814077,-73.959913,2,2,0.5,harlem,harlem,moderate,rain,shared,2.14,43.9
TRIP_00220,2024-03-03 09:42:00,40.725961,-73.997893,40.782883,-73.969036,1,19.0,4.21,downtown,upper_east,heavy,fog,standard,1.69,139.39
TRIP_00221,2024-05-01 17:33:00,40.777396,-73.968953,40.72833,-73.983556,2,20.9,3.48,upper_east,downtown,severe,clear,standard,2.32,198.57
TRIP_00222,2024-05-20 10:22:00,40.812155,-73.954094,40.813033,-73.945228,1,2,0.47,harlem,harlem,light,rain,standard,1.3,21.15
TRIP_00223,2024-04-26 08:19:00,40.777356,-73.968838,40.780317,-73.964648,1,2,0.3,upper_east,upper_east,severe,clear,standard,1.03,39.19
TRIP_00224,2024-02-29 03:46:00,40.759857,-73.981914,40.761903,-73.989802,1,2,0.44,midtown,midtown,light,fog,standard,1.09,27.25
TRIP_00225,2024-03-21 03:47:00,40.730426,-73.98048,40.720339,-73.984597,1,2.2,0.73,downtown,downtown,moderate,clear,standard,1.09,22.3
TRIP_00226,2024-06-25 05:12:00,40.756962,-73.982565,40.755996,-73.977071,1,2,0.3,midtown,midtown,moderate,rain,airport,2.17,125.4
TRIP_00227,2024-05-03 08:46:00,40.72796,-73.993942,40.724565,-73.995068,1,2,0.24,downtown,downtown,heavy,rain,standard,2.44,77.5
TRIP_00228,2024-05-14 19:18:00,40.719827,-74.003666,40.771512,-73.962686,1,12.5,4.17,financial_district,upper_east,moderate,clear,standard,2.17,104.59
TRIP_00229,2024-03-16 07:23:00,40.766222,-73.977281,40.763483,-73.984802,1,2,0.44,midtown,midtown,heavy,fog,standard,2.34,104.17
TRIP_00230,2024-03-18 00:45:00,40.722946,-73.999843,40.728953,-73.997315,1,2,0.44,downtown,downtown,moderate,clear,standard,1.2,21.89
TRIP_00231,2024-02-02 08:02:00,40.716139,-74.00621,40.708656,-74.018683,1,2.5,0.83,financial_district,financial_district,moderate,clear,standard,2.27,56.36
TRIP_00232,2024-05-21 09:44:00,40.767076,-73.98516,40.723939,-73.980971,5,17.9,2.99,midtown,downtown,severe,rain,standard,1.39,138.43
TRIP_00233,2024-01-27 00:36:00,40.771462,-73.957553,40.723802,-73.984148,4,10.7,3.58,upper_east,downtown,moderate,fog,standard,1.98,111.49
TRIP_00234,2024-05-02 14:21:00,40.759538,-73.975633,40.762812,-73.976668,2,2,0.23,midtown,midtown,light,clear,standard,1.0,17.24
TRIP_00235,2024-01-14 08:55:00,40.788524,-73.985426,40.774442,-73.983567,1,5.9,0.98,upper_west,upper_west,severe,snow,standard,1.04,76.97
TRIP_00236,2024-01-30 02:25:00,40.77237,-73.984222,40.788391,-73.970135,1,3.2,1.33,upper_west,upper_west,light,snow,standard,2.13,77.48
TRIP_00237,2024-01-19 18:40:00,40.811542,-73.952858,40.70502,-74.003078,1,35.2,7.82,harlem,financial_district,heavy,rain,standard,2.38,274.83
TRIP_00238,2024-02-08 04:51:00,40.724417,-73.999221,40.723504,-73.982665,1,2.1,0.87,downtown,downtown,light,fog,standard,1.17,23.83
TRIP_00239,2024-03-18 02:15:00,40.70565,-74.009408,40.818929,-73.942149,1,20.6,8.58,financial_district,harlem,light,rain,standard,1.31,93.73
TRIP_00240,2024-04-16 19:38:00,40.726631,-73.982899,40.721423,-73.99862,1,5.4,0.9,downtown,downtown,severe,clear,airport,2.25,174.24
TRIP_00241,2024-02-27 16:24:00,40.785422,-73.976907,40.787518,-73.979218,1,2,0.19,upper_west,upper_west,light,clear,standard,1.23,18.42
TRIP_00242,2024-04-23 09:55:00,40.73045,-73.998907,40.774523,-73.983916,1,14.2,3.15,downtown,upper_west,heavy,clear,standard,2.45,135.65
TRIP_00243,2024-03-19 18:39:00,40.714838,-73.994547,40.706059,-74.010241,1,4.6,1.02,financial_district,financial_district,heavy,rain,standard,2.35,105.47
TRIP_00244,2024-06-05 23:06:00,40.765085,-73.982136,40.76322,-73.988431,1,2,0.35,midtown,midtown,light,rain,standard,1.88,51.11
TRIP_00245,2024-06-09 06:16:00,40.805307,-73.947969,40.814288,-73.94482,1,2,0.64,harlem,harlem,light,clear,standard,1.28,20.58
TRIP_00246,2024-01-21 05:15:00,40.764287,-73.980766,40.813892,-73.94542,2,11.7,3.9,midtown,harlem,moderate,clear,standard,1.1,65.23
TRIP_00247,2024-01-20 05:00:00,40.787131,-73.975977,40.731241,-73.981058,1,9.3,3.87,upper_west,downtown,light,clear,standard,1.73,75.08
TRIP_00248,2024-06-25 19:30:00,40.78678,-73.969772,40.719405,-74.00687,2,15.1,5.05,upper_east,financial_district,moderate,rain,standard,2.45,159.78
TRIP_00249,2024-02-29 09:45:00,40.784369,-73.952747,40.786,-73.958946,3,2,0.34,upper_east,upper_east,heavy,clear,standard,1.46,46.28
TRIP_00250,2024-06-28 14:04:00,40.813454,-73.944066,40.812497,-73.948565,1,2,0.24,harlem,harlem,moderate,fog,standard,1.05,16.19
TRIP_00251,2024-02-29 08:50:00,40.806136,-73.952941,40.806681,-73.945346,2,2,0.4,harlem,harlem,heavy,clear,standard,1.65,40.75
TRIP_00252,2024-05-30 21:51:00,40.751132,-73.982522,40.732835,-73.98657,1,3.8,1.28,midtown,downtown,moderate,clear,standard,1.03,26.86
TRIP_00253,2024-01-30 17:14:00,40.80864,-73.940393,40.810374,-73.956413,1,5.1,0.85,harlem,harlem,severe,clear,standard,2.06,74.76
TRIP_00254,2024-02-08 08:52:00,40.757952,-73.984714,40.759661,-73.984629,4,2,0.12,midtown,midtown,moderate,rain,standard,1.12,38.58
TRIP_00255,2024-01-19 01:10:00,40.775946,-73.968159,40.782473,-73.95703,4,2,0.74,upper_east,upper_east,light,clear,standard,1.68,37.21
TRIP_00256,2024-06-01 23:52:00,40.726258,-73.994578,40.737322,-73.981065,4,2.5,1.04,downtown,downtown,light,clear,standard,1.88,40.66
TRIP_00257,2024-03-14 14:07:00,40.784023,-73.976398,40.770308,-73.978341,4,2.3,0.95,upper_west,upper_west,light,clear,standard,1.25,21.77
TRIP_00258,2024-06-25 09:44:00,40.78954,-73.987962,40.778672,-73.988147,1,3.4,0.75,upper_west,upper_west,heavy,fog,standard,1.65,62.18
TRIP_00259,2024-03-10 16:34:00,40.781789,-73.977734,40.77484,-73.975719,3,2,0.49,upper_west,upper_west,light,clear,standard,1.0,18.59
TRIP_00260,2024-04-22 02:38:00,40.705416,-74.012573,40.709179,-73.998018,1,2,0.81,financial_district,financial_district,light,rain,shared,2.26,40.54
TRIP_00261,2024-04-20 23:20:00,40.738654,-73.989115,40.732336,-73.985142,1,2,0.48,downtown,downtown,light,clear,standard,1.92,38.08
TRIP_00262,2024-03-05 00:05:00,40.755377,-73.982631,40.813329,-73.944252,1,10.8,4.48,midtown,harlem,light,rain,standard,1.64,85.3
TRIP_00263,2024-05-30 00:48:00,40.818726,-73.95872,40.775848,-73.961122,1,7.1,2.97,harlem,upper_east,light,clear,standard,1.15,35.38
TRIP_00264,2024-05-27 01:48:00,40.765289,-73.981807,40.755205,-73.98681,1,2,0.74,midtown,midtown,light,clear,standard,1.26,30.04
TRIP_00265,2024-04-30 16:41:00,40.772209,-73.984216,40.774999,-73.9797,1,2,0.31,upper_west,upper_west,moderate,clear,airport,1.24,43.29
TRIP_00266,2024-03-12 05:37:00,40.789056,-73.983465,40.780113,-73.971178,1,2.7,0.89,upper_west,upper_west,moderate,clear,standard,1.15,26.76
TRIP_00267,2024-06-11 15:05:00,40.783539,-73.973242,40.784967,-73.961216,2,2,0.64,upper_west,upper_east,moderate,clear,standard,1.21,24.93
TRIP_00268,2024-04-14 10:20:00,40.803306,-73.95996,40.714648,-74.004552,1,15.7,6.56,harlem,financial_district,light,clear,standard,1.27,55.84
TRIP_00269,2024-02-11 10:26:00,40.802107,-73.955553,40.812155,-73.955093,1,2,0.69,harlem,harlem,light,clear,standard,1.29,20.57
TRIP_00270,2024-05-06 09:42:00,40.778316,-73.981421,40.783929,-73.975957,1,2,0.48,upper_west,upper_west,moderate,clear,airport,1.95,92.31
TRIP_00271,2024-05-20 01:29:00,40.712113,-74.016484,40.702857,-73.999238,3,2.7,1.11,financial_district,financial_district,light,clear,standard,1.15,23.88
TRIP_00272,2024-03-21 08:20:00,40.715855,-74.017929,40.711214,-74.001147,1,4.2,0.94,financial_district,financial_district,heavy,clear,standard,1.8,61.83
TRIP_00273,2024-04-13 16:52:00,40.716867,-74.005447,40.715831,-74.006461,3,2,0.09,financial_district,financial_district,light,rain,standard,1.11,21.74
TRIP_00274,2024-06-17 17:29:00,40.788035,-73.985931,40.787547,-73.982212,1,2,0.2,upper_west,upper_west,heavy,fog,standard,1.11,35.55
TRIP_00275,2024-01-14 06:33:00,40.778669,-73.950056,40.776423,-73.965598,1,2,0.83,upper_east,upper_east,light,clear,standard,1.14,24.6
TRIP_00276,2024-06-08 15:40:00,40.784175,-73.989833,40.783234,-73.98032,2,2,0.5,upper_west,upper_west,light,rain,standard,1.1,25.56
TRIP_00277,2024-01-14 06:17:00,40.735639,-73.984965,40.76036,-73.987194,2,5.1,1.71,downtown,midtown,moderate,rain,standard,1.29,43.87
TRIP_00278,2024-03-14 14:56:00,40.818165,-73.944826,40.813083,-73.942217,1,2,0.38,harlem,harlem,moderate,rain,standard,2.07,34.99
TRIP_00279,2024-05-04 03:01:00,40.806277,-73.95517,40.808497,-73.941843,1,2,0.71,harlem,harlem,light,clear,standard,1.38,27.05
TRIP_00280,2024-06-04 07:45:00,40.765925,-73.984561,40.755281,-73.971219,1,4.6,1.01,midtown,midtown,heavy,clear,standard,2.04,80.15
TRIP_00281,2024-03-20 17:00:00,40.725293,-73.986761,40.785561,-73.974783,2,12.6,4.21,downtown,upper_west,moderate,clear,standard,1.65,73.76
TRIP_00282,2024-01-24 07:53:00,40.700674,-73.993624,40.711147,-74.018831,3,6.8,1.51,financial_district,financial_district,heavy,clear,airport,1.49,120.98
TRIP_00283,2024-04-28 03:41:00,40.766508,-73.973103,40.761534,-73.988655,1,2.1,0.88,midtown,midtown,light,fog,standard,1.24,46.31
TRIP_00284,2024-05-07 22:18:00,40.72483,-73.999193,40.722602,-73.999551,1,2,0.16,downtown,downtown,light,rain,standard,1.98,37.32
TRIP_00285,2024-06-29 08:26:00,40.785287,-73.977525,40.720779,-73.983258,1,20.1,4.47,upper_west,downtown,heavy,clear,airport,1.88,281.02
TRIP_00286,2024-03-03 14:35:00,40.765135,-73.981154,40.727785,-73.995422,3,8.1,2.69,midtown,downtown,moderate,fog,standard,1.16,55.62
TRIP_00287,2024-02-18 19:32:00,40.819622,-73.94701,40.764302,-73.978137,2,12.5,4.16,harlem,midtown,moderate,clear,standard,1.56,83.04
TRIP_00288,2024-01-18 08:49:00,40.780007,-73.976182,40.782973,-73.984494,1,2,0.48,upper_west,upper_west,moderate,rain,standard,2.06,58.34
TRIP_00289,2024-03-28 16:17:00,40.716747,-74.014908,40.715582,-74.001709,2,2.1,0.7,financial_district,financial_district,moderate,rain,shared,1.8,28.78
TRIP_00290,2024-03-13 23:19:00,40.723074,-73.988548,40.738426,-73.988336,1,2.5,1.06,downtown,downtown,light,clear,standard,1.13,21.05
TRIP_00291,2024-05-28 21:31:00,40.767619,-73.972342,40.754225,-73.97274,2,2.8,0.93,midtown,midtown,moderate,clear,standard,1.24,29.0
TRIP_00292,2024-04-24 17:30:00,40.787947,-73.957547,40.7793,-73.973052,1,3.0,1.01,upper_east,upper_west,moderate,clear,luxury,2.23,143.17
TRIP_00293,2024-05-21 17:24:00,40.771702,-73.982288,40.774216,-73.985413,1,2,0.24,upper_west,upper_west,heavy,clear,standard,1.22,37.57
TRIP_00294,2024-03-23 06:44:00,40.769355,-73.981205,40.765966,-73.983475,1,2,0.26,midtown,midtown,light,clear,standard,1.36,28.44
TRIP_00295,2024-05-26 12:14:00,40.77421,-73.97382,40.776853,-73.972707,1,2,0.19,upper_west,upper_west,light,clear,standard,1.17,21.56
TRIP_00296,2024-01-12 10:47:00,40.781614,-73.97989,40.78248,-73.984527,1,2,0.25,upper_west,upper_west,moderate,clear,standard,1.82,30.8
TRIP_00297,2024-06-29 12:24:00,40.809169,-73.9455,40.813344,-73.944459,1,2,0.29,harlem,harlem,moderate,clear,airport,1.99,71.15
TRIP_00298,2024-06-15 04:31:00,40.703903,-74.005318,40.779851,-73.960336,3,17.3,5.75,financial_district,upper_east,moderate,clear,standard,1.33,81.1
TRIP_00299,2024-05-08 18:21:00,40.70252,-74.014107,40.72351,-73.988645,1,8.9,1.97,financial_district,downtown,heavy,clear,standard,1.83,85.73
TRIP_00300,2024-01-26 16:58:00,40.772824,-73.978582,40.775573,-73.985626,1,2,0.41,upper_west,upper_west,light,snow,shared,2.45,42.11
TRIP_00301,2024-01-04 23:09:00,40.777491,-73.974045,40.77174,-73.978864,1,2,0.47,upper_west,upper_west,moderate,snow,standard,1.33,39.76
TRIP_00302,2024-06-16 04:04:00,40.774993,-73.984735,40.787413,-73.974148,1,2.5,1.02,upper_west,upper_west,light,rain,standard,1.53,44.27
TRIP_00303,2024-03-08 10:39:00,40.818415,-73.959199,40.804151,-73.955237,1,4.5,1.01,harlem,harlem,heavy,clear,standard,1.15,26.6
TRIP_00304,2024-04-11 20:05:00,40.781938,-73.950009,40.807957,-73.943449,1,4.4,1.83,upper_east,harlem,light,clear,standard,1.15,28.64
TRIP_00305,2024-04-07 10:40:00,40.810197,-73.949974,40.800698,-73.948977,1,2,0.66,harlem,harlem,moderate,rain,standard,1.67,34.28
TRIP_00306,2024-05-04 17:02:00,40.734492,-73.997768,40.725621,-73.99653,1,2.8,0.62,downtown,downtown,heavy,rain,standard,1.19,47.37
TRIP_00307,2024-01-18 07:40:00,40.813548,-73.948684,40.777746,-73.968677,1,8.1,2.69,harlem,upper_east,moderate,snow,standard,1.35,66.28
TRIP_00308,2024-02-28 23:05:00,40.78923,-73.976643,40.70531,-74.001656,2,14.3,5.95,upper_west,financial_district,light,clear,shared,1.27,46.42
TRIP_00309,2024-06-11 22:55:00,40.705632,-73.991099,40.714321,-73.998813,1,2,0.72,financial_district,financial_district,light,fog,standard,1.02,21.51
TRIP_00310,2024-04-23 05:44:00,40.776868,-73.953309,40.703715,-74.008825,1,17.5,5.83,upper_east,financial_district,moderate,clear,standard,1.18,70.56
TRIP_00311,2024-01-12 10:50:00,40.708934,-74.004954,40.709419,-74.000143,1,2,0.25,financial_district,financial_district,moderate,snow,shared,2.23,39.07
TRIP_00312,2024-03-16 11:23:00,40.770138,-73.985751,40.778224,-73.981952,3,2,0.59,upper_west,upper_west,moderate,rain,standard,2.04,51.22
TRIP_00313,2024-02-07 07:33:00,40.773693,-73.983158,40.786619,-73.987602,1,4.2,0.92,upper_west,upper_west,heavy,rain,standard,1.45,61.83
TRIP_00314,2024-05-24 21:50:00,40.753288,-73.987668,40.768048,-73.983121,4,3.1,1.05,midtown,midtown,moderate,rain,airport,1.85,97.92
TRIP_00315,2024-02-13 05:05:00,40.72799,-73.993464,40.736531,-73.98398,1,2,0.77,downtown,downtown,light,rain,standard,2.47,52.25
TRIP_00316,2024-04-07 19:43:00,40.761897,-73.975223,40.763174,-73.979354,1,2,0.23,midtown,midtown,moderate,clear,standard,2.41,80.03
TRIP_00317,2024-05-07 18:09:00,40.755193,-73.970606,40.75695,-73.988993,1,2.9,0.97,midtown,midtown,moderate,rain,standard,1.92,66.5
TRIP_00318,2024-04-28 20:16:00,40.777184,-73.973529,40.779547,-73.962984,1,2,0.58,upper_west,upper_east,light,rain,standard,1.13,29.21
TRIP_00319,2024-06-19 00:57:00,40.786818,-73.985575,40.786168,-73.973528,1,2,0.63,upper_west,upper_west,light,clear,shared,1.04,16.25
TRIP_00320,2024-03-14 21:34:00,40.760631,-73.989347,40.758155,-73.986776,1,2,0.22,midtown,midtown,moderate,fog,standard,1.02,22.13
TRIP_00321,2024-01-19 14:22:00,40.732256,-73.98123,40.721536,-73.992907,2,2.9,0.96,downtown,downtown,moderate,clear,airport,1.61,56.96
TRIP_00322,2024-03-17 20:27:00,40.802117,-73.952902,40.813516,-73.946837,1,2.0,0.85,harlem,harlem,light,clear,standard,1.25,19.6
TRIP_00323,2024-03-05 14:54:00,40.773364,-73.952413,40.774628,-73.959951,1,2,0.4,upper_east,upper_east,moderate,fog,airport,1.28,55.11
TRIP_00324,2024-02-20 12:54:00,40.782596,-73.981936,40.710626,-73.999677,2,15.2,5.06,upper_west,financial_district,moderate,snow,standard,2.25,133.62
TRIP_00325,2024-03-01 12:36:00,40.778626,-73.962419,40.805023,-73.943116,1,6.3,2.09,upper_east,harlem,moderate,clear,standard,1.33,37.22
TRIP_00326,2024-03-16 22:18:00,40.700128,-73.990649,40.727903,-73.985433,2,4.7,1.94,financial_district,downtown,light,rain,shared,1.6,46.53
